0,92
0,-148
0,-388
0,-628
0,-868
0,-1064
0,-1224
0,-1384
0,-1544
0,-1704
0,-1864
0,-2024
0,-2184
0,-2344
0,-2504
0,-2664
0,-2824
0,-2940
0,-3020
0,-3100
0,-3184
0,-3264
0,-3356
0,-3440
0,-3520
0,-3604
0,-3696
0,-3780
0,-3864
0,-3948
0,-4032
0,-4120
0,-4200
0,-4284
0,-4364
0,-4444
0,-4524
0,-4608
0,-4692
0,-4772
0,-4856
0,-4936
0,-5020
0,-5100
0,-5180
0,-5260
0,-5340
0,-5392
0,-5432
0,-5464
0,-5492
0,-5528
0,-5564
0,-5608
0,-5648
0,-5696
0,-5740
0,-5772
0,-5800
0,-5828
0,-5860
0,-5892
0,-5944
0,-5968
0,-6004
0,-6036
0,-6068
0,-6088
0,-6124
0,-6160
0,-6184
0,-6212
0,-6236
0,-6272
0,-6304
0,-6332
0,-6364
0,-6392
0,-6420
0,-6448
0,-6464
0,-6480
0,-6504
0,-6524
0,-6556
0,-6596
0,-6616
0,-6636
0,-6664
0,-6680
0,-6696
0,-6720
0,-6744
0,-6772
0,-6796
0,-6812
0,-6836
0,-6860
0,-6896
0,-6920
0,-6944
0,-6976
0,-7008
0,-7028
0,-7052
0,-7084
0,-7092
0,-7108
0,-7132
0,-7160
0,-7188
0,-7212
0,-7240
0,-7264
0,-7284
0,-7296
0,-7312
0,-7332
0,-7344
0,-7364
0,-7384
0,-7400
0,-7416
0,-7440
0,-7464
0,-7480
0,-7504
0,-7524
0,-7540
0,-7564
0,-7588
0,-7600
0,-7616
0,-7624
0,-7644
0,-7664
0,-7684
0,-7692
0,-7708
0,-7732
0,-7744
0,-7768
0,-7788
0,-7816
0,-7832
0,-7832
0,-7848
0,-7864
0,-7876
0,-7892
0,-7904
0,-7920
0,-7932
0,-7944
0,-7956
0,-7984
0,-8004
0,-8008
0,-8016
0,-8020
0,-8044
0,-8064
0,-8080
0,-8084
0,-8100
0,-8120
0,-8136
0,-8144
0,-8160
0,-8176
0,-8184
0,-8192
0,-8212
0,-8228
0,-8244
0,-8252
0,-8264
0,-8268
0,-8284
0,-8292
0,-8304
0,-8316
0,-8324
0,-8332
