Paso, Clase 1, Clase 2, Clase 3, Clase 4, Clase 5, Clase 6, Clase 7, Clase 8, Clase 9, Clase 10
776, 3528, 767, 540, 191, 4, 55, 172, 498, 704, 3541
777, 3535, 766, 523, 202, 4, 44, 177, 489, 749, 3511
778, 3550, 761, 523, 193, 3, 51, 170, 472, 740, 3537
779, 3533, 732, 543, 220, 2, 52, 164, 510, 766, 3478
780, 3552, 726, 537, 214, 1, 52, 168, 473, 788, 3489
781, 3544, 765, 503, 217, 1, 56, 149, 493, 769, 3503
782, 3559, 746, 521, 202, 2, 45, 168, 494, 730, 3533
783, 3555, 768, 498, 208, 1, 44, 184, 471, 722, 3549
784, 3562, 729, 525, 211, 3, 46, 175, 503, 709, 3537
785, 3581, 729, 529, 187, 4, 49, 174, 479, 688, 3580
786, 3584, 745, 513, 185, 3, 43, 161, 495, 693, 3578
787, 3575, 726, 539, 184, 6, 48, 177, 458, 741, 3546
788, 3593, 720, 526, 188, 3, 49, 170, 469, 704, 3578
789, 3592, 708, 529, 198, 3, 48, 162, 495, 704, 3561
790, 3581, 718, 530, 196, 5, 49, 157, 486, 747, 3531
791, 3566, 745, 503, 215, 1, 46, 174, 473, 748, 3529
792, 3592, 725, 526, 185, 2, 48, 179, 449, 713, 3581
793, 3582, 740, 526, 180, 2, 47, 177, 452, 717, 3577
794, 3570, 733, 505, 217, 5, 49, 169, 481, 749, 3522
795, 3583, 730, 522, 194, 1, 50, 166, 480, 702, 3572
796, 3567, 702, 544, 214, 3, 51, 169, 491, 751, 3508
797, 3574, 765, 493, 191, 7, 51, 154, 481, 724, 3560
798, 3579, 752, 525, 172, 2, 49, 151, 478, 721, 3571
799, 3571, 729, 522, 199, 9, 48, 168, 496, 718, 3540
800, 3560, 752, 529, 186, 3, 47, 162, 484, 738, 3539
801, 3556, 732, 545, 194, 3, 46, 165, 515, 707, 3537
802, 3568, 733, 515, 209, 5, 51, 170, 490, 716, 3543
803, 3566, 720, 548, 190, 6, 49, 162, 504, 720, 3535
804, 3562, 765, 526, 177, 0, 51, 153, 473, 739, 3554
805, 3554, 745, 531, 197, 3, 49, 161, 491, 749, 3520
806, 3558, 705, 552, 211, 4, 46, 167, 489, 795, 3473
807, 3539, 719, 550, 217, 5, 45, 161, 522, 783, 3459
808, 3537, 747, 530, 213, 3, 50, 160, 498, 782, 3480
809, 3551, 730, 549, 198, 2, 49, 179, 472, 753, 3517
810, 3568, 732, 513, 214, 3, 58, 165, 477, 731, 3539
811, 3583, 742, 521, 180, 4, 53, 149, 483, 715, 3570
812, 3599, 742, 498, 190, 1, 54, 160, 466, 684, 3606
813, 3608, 730, 511, 178, 3, 46, 160, 462, 710, 3592
814, 3605, 725, 514, 183, 3, 45, 171, 479, 663, 3612
815, 3615, 742, 479, 190, 4, 50, 164, 458, 678, 3620
816, 3622, 727, 490, 189, 2, 50, 164, 459, 672, 3625
817, 3632, 725, 492, 179, 2, 49, 146, 490, 640, 3645
818, 3630, 712, 518, 168, 2, 48, 158, 466, 662, 3636
819, 3629, 722, 502, 174, 3, 46, 161, 462, 669, 3632
820, 3635, 738, 496, 158, 3, 45, 142, 458, 694, 3631
821, 3638, 706, 499, 186, 1, 48, 154, 470, 672, 3626
822, 3624, 737, 480, 185, 4, 44, 146, 481, 692, 3607
823, 3636, 710, 509, 170, 5, 47, 158, 473, 650, 3642
824, 3639, 706, 494, 188, 3, 48, 152, 489, 644, 3637
825, 3639, 737, 480, 173, 1, 44, 156, 467, 642, 3661
826, 3635, 741, 469, 181, 4, 55, 155, 431, 691, 3638
827, 3641, 736, 487, 164, 2, 42, 163, 452, 649, 3664
828, 3640, 719, 484, 183, 4, 42, 175, 468, 623, 3662
829, 3631, 716, 500, 180, 3, 46, 161, 468, 665, 3630
830, 3638, 714, 504, 170, 4, 42, 159, 452, 699, 3618
831, 3626, 725, 495, 181, 3, 46, 168, 454, 674, 3628
832, 3621, 705, 528, 175, 1, 51, 160, 474, 658, 3627
833, 3607, 723, 518, 179, 3, 47, 172, 456, 692, 3603
834, 3604, 727, 523, 171, 5, 49, 175, 440, 705, 3601
835, 3599, 710, 531, 184, 6, 53, 175, 464, 683, 3595
836, 3597, 749, 499, 181, 4, 47, 166, 450, 720, 3587
837, 3626, 701, 518, 183, 2, 51, 153, 477, 677, 3612
838, 3636, 727, 485, 177, 5, 47, 158, 447, 692, 3626
839, 3639, 735, 471, 179, 6, 45, 160, 454, 670, 3641
840, 3642, 718, 486, 176, 8, 49, 161, 449, 673, 3638
841, 3633, 716, 503, 176, 2, 45, 172, 455, 652, 3646
842, 3639, 723, 488, 179, 1, 49, 164, 449, 654, 3654
843, 3655, 696, 509, 168, 2, 48, 147, 478, 637, 3660
844, 3649, 696, 512, 168, 5, 47, 161, 461, 651, 3650
845, 3629, 710, 500, 186, 5, 46, 164, 453, 706, 3601
846, 3641, 719, 491, 177, 2, 47, 157, 458, 665, 3643
847, 3657, 698, 493, 178, 4, 50, 158, 440, 680, 3642
848, 3654, 701, 503, 169, 3, 43, 164, 431, 700, 3632
849, 3645, 734, 470, 178, 3, 42, 163, 460, 643, 3662
850, 3653, 716, 479, 178, 4, 51, 155, 464, 627, 3673
851, 3638, 728, 495, 164, 5, 50, 161, 440, 667, 3652
852, 3640, 742, 467, 176, 5, 51, 159, 455, 633, 3672
853, 3621, 730, 504, 172, 3, 48, 167, 458, 657, 3640
854, 3621, 724, 510, 172, 3, 53, 178, 452, 622, 3665
855, 3630, 729, 493, 175, 3, 50, 160, 461, 650, 3649
856, 3619, 742, 490, 176, 3, 46, 184, 450, 626, 3664
857, 3616, 735, 498, 179, 2, 39, 175, 450, 695, 3611
858, 3628, 686, 531, 180, 5, 43, 172, 469, 682, 3604
859, 3648, 675, 516, 189, 2, 45, 164, 496, 618, 3647
860, 3627, 683, 531, 185, 4, 41, 175, 476, 675, 3603
861, 3637, 691, 511, 189, 2, 44, 162, 479, 668, 3617
862, 3639, 706, 494, 188, 3, 42, 172, 433, 720, 3603
863, 3638, 696, 498, 196, 2, 48, 167, 466, 663, 3626
864, 3663, 702, 493, 170, 2, 40, 152, 475, 640, 3663
865, 3678, 682, 508, 158, 4, 43, 144, 485, 614, 3684
866, 3680, 707, 483, 157, 3, 40, 159, 431, 657, 3683
867, 3659, 698, 502, 168, 3, 44, 166, 451, 642, 3667
868, 3644, 729, 474, 181, 2, 50, 158, 462, 630, 3670
869, 3641, 712, 493, 180, 4, 45, 164, 475, 632, 3654
870, 3657, 682, 513, 174, 4, 45, 153, 467, 673, 3632
871, 3646, 680, 506, 196, 2, 49, 164, 450, 700, 3607
872, 3659, 691, 483, 193, 4, 40, 169, 443, 699, 3619
873, 3639, 697, 501, 191, 2, 41, 154, 448, 758, 3569
874, 3629, 710, 484, 204, 3, 45, 167, 465, 691, 3602
875, 3611, 692, 532, 192, 3, 44, 153, 496, 717, 3560
876, 3624, 682, 522, 200, 2, 41, 173, 481, 689, 3586
877, 3621, 701, 513, 193, 2, 41, 189, 459, 665, 3616
878, 3635, 719, 499, 175, 2, 44, 164, 462, 658, 3642
879, 3623, 702, 537, 164, 4, 46, 156, 493, 646, 3629
880, 3637, 680, 515, 194, 4, 39, 177, 473, 675, 3606
881, 3631, 692, 499, 204, 4, 47, 161, 470, 707, 3585
882, 3640, 699, 507, 179, 5, 48, 152, 457, 708, 3605
883, 3612, 707, 508, 201, 2, 45, 168, 475, 700, 3582
884, 3632, 706, 486, 200, 6, 47, 147, 481, 711, 3584
885, 3621, 713, 497, 195, 4, 41, 154, 477, 728, 3570
886, 3622, 724, 486, 194, 4, 43, 162, 467, 702, 3596
887, 3634, 689, 522, 183, 2, 39, 161, 498, 655, 3617
888, 3642, 697, 500, 189, 2, 42, 154, 488, 666, 3620
889, 3647, 701, 499, 181, 2, 44, 146, 486, 664, 3630
890, 3660, 691, 507, 171, 1, 45, 147, 484, 633, 3661
891, 3645, 705, 513, 167, 0, 44, 143, 504, 619, 3660
892, 3634, 705, 504, 183, 4, 46, 159, 480, 657, 3628
893, 3673, 684, 518, 150, 5, 39, 142, 507, 594, 3688
894, 3672, 683, 513, 157, 5, 43, 138, 505, 604, 3680
895, 3673, 679, 510, 165, 3, 46, 161, 472, 595, 3696
896, 3661, 681, 519, 167, 2, 48, 159, 465, 629, 3669
897, 3670, 701, 476, 181, 2, 51, 142, 469, 636, 3672
898, 3671, 716, 474, 166, 3, 46, 136, 465, 652, 3671
899, 3670, 716, 470, 172, 2, 44, 161, 440, 641, 3684
900, 3665, 716, 471, 174, 4, 45, 168, 437, 638, 3682
901, 3664, 708, 501, 156, 1, 45, 157, 462, 607, 3699
902, 3659, 668, 517, 184, 2, 48, 165, 471, 633, 3653
903, 3654, 672, 536, 166, 2, 48, 166, 462, 636, 3658
904, 3660, 684, 523, 160, 3, 48, 177, 442, 615, 3688
905, 3650, 708, 496, 172, 4, 48, 162, 461, 632, 3667
906, 3647, 699, 506, 177, 1, 43, 161, 479, 633, 3654
907, 3652, 683, 515, 179, 1, 45, 167, 461, 651, 3646
908, 3647, 695, 512, 173, 3, 45, 164, 474, 630, 3657
909, 3659, 703, 496, 169, 3, 43, 155, 464, 649, 3659
910, 3660, 693, 499, 175, 3, 49, 161, 460, 629, 3671
911, 3653, 703, 494, 179, 1, 43, 166, 467, 628, 3666
912, 3652, 682, 505, 188, 3, 38, 174, 477, 640, 3641
913, 3644, 691, 503, 189, 3, 40, 180, 451, 674, 3625
914, 3638, 665, 542, 181, 4, 44, 184, 466, 648, 3628
915, 3628, 721, 484, 195, 2, 43, 164, 472, 674, 3617
916, 3630, 706, 507, 182, 5, 44, 173, 451, 689, 3613
917, 3638, 696, 513, 182, 1, 47, 154, 476, 670, 3623
918, 3644, 693, 525, 161, 7, 43, 153, 473, 677, 3624
919, 3654, 696, 505, 174, 1, 43, 164, 460, 648, 3655
920, 3646, 698, 510, 174, 2, 49, 143, 474, 675, 3629
921, 3636, 690, 515, 186, 3, 44, 161, 494, 643, 3628
922, 3612, 737, 491, 189, 1, 43, 157, 484, 679, 3607
923, 3629, 724, 515, 158, 4, 43, 172, 451, 654, 3650
924, 3643, 713, 508, 163, 3, 42, 147, 479, 663, 3639
925, 3634, 691, 526, 175, 4, 45, 156, 476, 684, 3609
926, 3631, 702, 508, 186, 3, 46, 187, 439, 665, 3633
927, 3640, 712, 498, 178, 2, 43, 160, 472, 654, 3641
928, 3638, 701, 508, 177, 6, 46, 158, 467, 680, 3619
929, 3657, 687, 495, 185, 6, 45, 159, 458, 683, 3625
930, 3669, 679, 504, 177, 1, 39, 148, 491, 640, 3652
931, 3674, 669, 501, 183, 3, 43, 149, 475, 663, 3640
932, 3667, 682, 503, 174, 4, 45, 150, 476, 644, 3655
933, 3641, 688, 515, 184, 2, 47, 161, 465, 677, 3620
934, 3657, 721, 484, 165, 3, 46, 157, 447, 647, 3673
935, 3666, 713, 472, 175, 4, 42, 148, 473, 640, 3667
936, 3655, 725, 478, 169, 3, 46, 164, 457, 610, 3693
937, 3629, 701, 515, 181, 4, 53, 157, 484, 639, 3637
938, 3650, 720, 486, 170, 4, 47, 149, 466, 651, 3657
939, 3624, 743, 471, 189, 3, 52, 152, 471, 658, 3637
940, 3634, 711, 499, 183, 3, 44, 161, 485, 641, 3639
941, 3642, 700, 514, 172, 2, 45, 162, 456, 674, 3633
942, 3640, 689, 529, 169, 3, 36, 171, 481, 647, 3635
943, 3643, 693, 524, 165, 5, 44, 161, 475, 647, 3643
944, 3660, 711, 497, 159, 3, 50, 151, 447, 647, 3675
945, 3665, 690, 500, 170, 5, 46, 145, 464, 673, 3642
946, 3668, 683, 507, 169, 3, 46, 157, 450, 661, 3656
947, 3670, 682, 493, 180, 5, 48, 160, 445, 666, 3651
948, 3684, 678, 512, 152, 4, 44, 121, 499, 637, 3669
949, 3671, 670, 504, 184, 1, 45, 160, 452, 670, 3643
950, 3668, 683, 489, 187, 3, 44, 156, 445, 700, 3625
951, 3660, 682, 500, 182, 6, 46, 163, 454, 671, 3636
952, 3682, 696, 487, 162, 3, 45, 156, 445, 630, 3694
953, 3687, 698, 465, 178, 2, 49, 165, 412, 655, 3689
954, 3707, 709, 452, 159, 3, 48, 148, 424, 618, 3732
955, 3728, 686, 455, 156, 5, 52, 147, 421, 593, 3757
956, 3722, 685, 462, 157, 4, 48, 157, 420, 593, 3752
957, 3700, 701, 463, 165, 1, 49, 152, 416, 642, 3711
958, 3681, 706, 484, 158, 1, 49, 161, 426, 621, 3713
959, 3695, 711, 459, 163, 2, 48, 154, 432, 608, 3728
960, 3698, 705, 464, 161, 2, 49, 163, 415, 609, 3734
961, 3698, 704, 456, 170, 2, 47, 139, 443, 643, 3698
962, 3715, 705, 451, 155, 4, 45, 152, 412, 628, 3733
963, 3705, 708, 449, 164, 4, 44, 164, 412, 622, 3728
964, 3708, 692, 467, 160, 3, 48, 163, 418, 601, 3740
965, 3711, 680, 469, 168, 2, 44, 167, 425, 603, 3731
966, 3709, 689, 479, 149, 4, 40, 148, 440, 626, 3716
967, 3702, 675, 485, 167, 1, 43, 151, 458, 609, 3709
968, 3702, 696, 475, 156, 1, 48, 144, 444, 606, 3728
969, 3698, 719, 456, 151, 6, 42, 157, 415, 639, 3717
970, 3716, 687, 465, 157, 5, 42, 145, 457, 591, 3735
971, 3700, 703, 463, 159, 5, 45, 151, 434, 625, 3715
972, 3715, 676, 471, 162, 6, 41, 152, 449, 610, 3718
973, 3696, 679, 470, 183, 2, 38, 159, 457, 633, 3683
974, 3719, 681, 467, 161, 2, 42, 152, 437, 608, 3731
975, 3714, 693, 456, 163, 4, 42, 152, 436, 614, 3726
976, 3724, 654, 479, 170, 3, 46, 166, 440, 572, 3746
977, 3716, 683, 474, 153, 4, 44, 143, 452, 597, 3734
978, 3715, 688, 461, 164, 2, 41, 147, 445, 615, 3722
979, 3725, 691, 459, 153, 2, 39, 154, 421, 616, 3740
980, 3710, 671, 483, 163, 3, 42, 165, 434, 607, 3722
981, 3706, 683, 472, 167, 2, 44, 163, 434, 603, 3726
982, 3711, 702, 446, 170, 1, 46, 144, 432, 628, 3720
983, 3706, 688, 469, 164, 3, 44, 155, 445, 599, 3727
984, 3697, 694, 476, 158, 5, 43, 154, 441, 624, 3708
985, 3716, 688, 473, 150, 3, 43, 149, 445, 587, 3746
986, 3716, 656, 494, 160, 4, 42, 152, 461, 594, 3721
987, 3691, 685, 487, 163, 4, 42, 164, 441, 622, 3701
988, 3710, 677, 488, 153, 2, 44, 148, 463, 574, 3741
989, 3700, 699, 472, 157, 2, 44, 146, 440, 628, 3712
990, 3683, 683, 491, 169, 4, 43, 162, 446, 638, 3681
991, 3697, 670, 502, 158, 3, 43, 158, 468, 578, 3723
992, 3702, 657, 487, 183, 1, 45, 154, 460, 622, 3689
993, 3692, 696, 491, 148, 3, 41, 130, 468, 644, 3687
994, 3697, 673, 480, 177, 3, 40, 135, 481, 649, 3665
995, 3697, 690, 492, 146, 5, 44, 142, 450, 630, 3704
996, 3717, 678, 491, 140, 4, 45, 142, 440, 610, 3733
997, 3708, 684, 481, 156, 1, 45, 149, 438, 615, 3723
998, 3713, 652, 512, 152, 1, 42, 133, 491, 587, 3717
999, 3704, 633, 528, 161, 4, 45, 142, 481, 620, 3682
1000, 3671, 680, 522, 152, 5, 43, 145, 464, 665, 3653
1001, 3674, 720, 479, 152, 5, 44, 148, 447, 640, 3691
1002, 3662, 718, 483, 162, 5, 46, 147, 477, 611, 3689
1003, 3657, 708, 484, 178, 3, 49, 161, 453, 637, 3670
1004, 3662, 692, 512, 162, 2, 47, 143, 475, 643, 3662
1005, 3660, 726, 477, 164, 3, 46, 144, 467, 634, 3679
1006, 3669, 696, 493, 168, 4, 43, 162, 450, 644, 3671
1007, 3671, 695, 478, 185, 1, 43, 156, 460, 650, 3661
1008, 3697, 700, 459, 172, 2, 42, 147, 451, 631, 3699
1009, 3692, 694, 467, 176, 1, 44, 147, 465, 613, 3701
1010, 3687, 693, 480, 163, 7, 41, 159, 444, 641, 3685
1011, 3672, 691, 477, 189, 1, 49, 159, 458, 627, 3677
1012, 3688, 675, 502, 163, 2, 40, 156, 438, 672, 3664
1013, 3674, 688, 507, 158, 3, 38, 188, 426, 620, 3698
1014, 3702, 687, 483, 153, 5, 45, 155, 417, 653, 3700
1015, 3685, 693, 481, 169, 2, 46, 149, 449, 641, 3685
1016, 3697, 683, 473, 173, 4, 46, 170, 432, 606, 3716
1017, 3702, 698, 451, 176, 3, 47, 153, 453, 587, 3730
1018, 3713, 700, 461, 152, 4, 46, 141, 438, 611, 3734
1019, 3727, 674, 472, 154, 3, 51, 146, 446, 558, 3769
1020, 3726, 663, 483, 155, 3, 49, 156, 436, 570, 3759
1021, 3721, 715, 454, 137, 3, 53, 140, 425, 564, 3788
1022, 3723, 688, 458, 158, 3, 48, 146, 428, 604, 3744
1023, 3727, 687, 453, 161, 2, 44, 149, 444, 573, 3760
1024, 3748, 684, 440, 156, 2, 47, 144, 424, 572, 3783
1025, 3747, 687, 441, 153, 2, 42, 136, 447, 566, 3779
1026, 3742, 691, 437, 157, 3, 46, 132, 431, 606, 3755
1027, 3734, 675, 459, 161, 1, 41, 162, 422, 586, 3759
1028, 3725, 683, 459, 159, 4, 40, 153, 437, 601, 3739
1029, 3740, 667, 464, 157, 2, 37, 143, 431, 635, 3724
1030, 3742, 665, 466, 155, 2, 40, 137, 439, 621, 3733
1031, 3760, 661, 456, 149, 4, 38, 138, 442, 586, 3766
1032, 3762, 658, 452, 156, 2, 40, 160, 413, 572, 3785
1033, 3745, 676, 440, 162, 7, 37, 127, 459, 623, 3724
1034, 3736, 659, 451, 179, 5, 43, 146, 436, 636, 3709
1035, 3757, 662, 452, 152, 7, 42, 141, 421, 617, 3749
1036, 3773, 657, 441, 155, 4, 45, 131, 435, 577, 3782
1037, 3752, 661, 459, 157, 1, 46, 115, 461, 603, 3745
1038, 3739, 700, 437, 152, 2, 46, 140, 427, 580, 3777
1039, 3712, 692, 465, 158, 3, 51, 142, 434, 610, 3733
1040, 3719, 690, 467, 150, 4, 45, 133, 454, 603, 3735
1041, 3709, 674, 491, 152, 4, 47, 142, 441, 632, 3708
1042, 3726, 648, 484, 170, 2, 50, 134, 477, 578, 3731
1043, 3744, 669, 463, 153, 1, 40, 150, 431, 586, 3763
1044, 3738, 650, 485, 156, 1, 42, 148, 447, 586, 3747
1045, 3749, 662, 474, 140, 5, 41, 129, 448, 603, 3749
1046, 3739, 680, 467, 142, 2, 47, 136, 424, 604, 3759
1047, 3759, 674, 459, 134, 4, 44, 135, 428, 573, 3790
1048, 3757, 658, 473, 140, 2, 41, 146, 422, 586, 3775
1049, 3740, 691, 455, 141, 3, 42, 129, 447, 587, 3765
1050, 3748, 658, 467, 156, 1, 41, 134, 448, 602, 3745
1051, 3755, 671, 451, 151, 2, 47, 143, 418, 581, 3781
1052, 3740, 674, 450, 160, 6, 44, 149, 412, 631, 3734
1053, 3749, 656, 471, 150, 4, 44, 138, 441, 592, 3755
1054, 3769, 669, 445, 143, 4, 43, 133, 420, 593, 3781
1055, 3788, 643, 446, 149, 4, 41, 134, 433, 566, 3796
1056, 3766, 667, 434, 157, 6, 43, 127, 440, 597, 3763
1057, 3755, 641, 465, 167, 2, 42, 151, 420, 619, 3738
1058, 3748, 654, 455, 172, 1, 45, 149, 407, 643, 3726
1059, 3748, 669, 442, 167, 4, 42, 147, 419, 623, 3739
1060, 3755, 655, 464, 153, 3, 42, 141, 428, 607, 3752
1061, 3772, 643, 457, 157, 1, 40, 135, 433, 601, 3761
1062, 3784, 638, 452, 152, 4, 44, 131, 407, 631, 3757
1063, 3785, 631, 462, 147, 5, 41, 130, 409, 644, 3746
1064, 3782, 628, 471, 146, 3, 43, 138, 408, 618, 3763
1065, 3773, 637, 454, 165, 1, 41, 135, 426, 623, 3745
1066, 3787, 625, 463, 151, 4, 38, 138, 427, 600, 3767
1067, 3777, 631, 464, 155, 3, 38, 140, 419, 626, 3747
1068, 3786, 622, 453, 164, 5, 38, 140, 427, 614, 3751
1069, 3792, 632, 458, 144, 4, 35, 139, 431, 577, 3788
1070, 3788, 648, 433, 160, 1, 39, 141, 400, 619, 3771
1071, 3778, 654, 459, 136, 3, 37, 143, 414, 587, 3789
1072, 3786, 661, 449, 131, 3, 40, 146, 406, 554, 3824
1073, 3776, 658, 456, 138, 2, 37, 145, 422, 565, 3801
1074, 3777, 636, 480, 134, 3, 39, 151, 427, 547, 3806
1075, 3786, 645, 447, 149, 3, 36, 150, 434, 536, 3814
1076, 3783, 655, 456, 135, 1, 41, 132, 428, 560, 3809
1077, 3789, 650, 443, 146, 2, 37, 146, 424, 548, 3815
1078, 3780, 655, 451, 139, 5, 35, 138, 427, 586, 3784
1079, 3776, 639, 455, 155, 5, 42, 141, 461, 521, 3805
1080, 3794, 634, 466, 132, 4, 41, 138, 420, 560, 3811
1081, 3804, 612, 466, 144, 4, 39, 131, 462, 519, 3819
1082, 3793, 636, 457, 140, 4, 38, 126, 436, 584, 3786
1083, 3800, 615, 465, 149, 1, 44, 144, 420, 548, 3814
1084, 3796, 631, 447, 153, 3, 38, 134, 434, 574, 3790
1085, 3802, 621, 463, 143, 1, 38, 121, 442, 581, 3788
1086, 3810, 617, 450, 153, 0, 38, 139, 413, 581, 3799
1087, 3813, 608, 460, 146, 3, 37, 141, 418, 571, 3803
1088, 3832, 602, 458, 134, 4, 31, 126, 439, 556, 3818
1089, 3822, 592, 453, 160, 3, 37, 131, 439, 571, 3792
1090, 3816, 620, 454, 136, 4, 39, 131, 412, 579, 3809
1091, 3826, 630, 429, 144, 1, 38, 126, 413, 568, 3825
1092, 3843, 584, 460, 140, 3, 35, 128, 430, 552, 3825
1093, 3825, 594, 439, 166, 6, 34, 131, 435, 595, 3775
1094, 3815, 625, 450, 135, 5, 35, 121, 412, 623, 3779
1095, 3822, 597, 461, 147, 3, 41, 138, 407, 580, 3804
1096, 3820, 619, 433, 155, 3, 35, 142, 414, 568, 3811
1097, 3833, 611, 441, 143, 2, 33, 143, 400, 569, 3825
1098, 3826, 583, 474, 145, 2, 33, 140, 434, 554, 3809
1099, 3841, 584, 478, 124, 3, 38, 116, 434, 556, 3826
1100, 3833, 593, 466, 137, 1, 34, 134, 429, 544, 3829
1101, 3829, 597, 459, 141, 4, 35, 146, 406, 564, 3819
1102, 3822, 594, 450, 162, 2, 35, 146, 415, 580, 3794
1103, 3805, 612, 467, 144, 2, 42, 139, 415, 571, 3803
1104, 3827, 631, 425, 145, 2, 38, 127, 418, 555, 3832
1105, 3836, 608, 427, 154, 5, 38, 129, 421, 563, 3819
1106, 3817, 612, 455, 144, 2, 43, 135, 417, 551, 3824
1107, 3831, 600, 460, 138, 1, 39, 126, 419, 566, 3820
1108, 3838, 613, 442, 133, 4, 37, 128, 427, 526, 3852
1109, 3834, 611, 446, 137, 2, 38, 139, 408, 537, 3848
1110, 3839, 592, 457, 134, 8, 46, 131, 401, 561, 3831
1111, 3841, 640, 417, 130, 2, 38, 140, 384, 532, 3876
1112, 3865, 599, 430, 133, 3, 41, 124, 400, 534, 3871
1113, 3857, 592, 437, 140, 4, 42, 130, 412, 520, 3866
1114, 3855, 628, 407, 136, 4, 42, 132, 384, 534, 3878
1115, 3849, 610, 428, 138, 5, 44, 135, 370, 579, 3842
1116, 3862, 598, 428, 140, 2, 45, 125, 397, 533, 3870
1117, 3858, 605, 432, 133, 2, 41, 129, 391, 543, 3866
1118, 3864, 611, 406, 145, 4, 44, 108, 414, 546, 3858
1119, 3865, 611, 427, 123, 4, 38, 125, 393, 537, 3877
1120, 3884, 593, 420, 133, 0, 44, 123, 401, 485, 3917
1121, 3895, 571, 436, 125, 3, 38, 120, 413, 492, 3907
1122, 3895, 571, 448, 115, 1, 40, 112, 422, 476, 3920
1123, 3882, 593, 421, 131, 3, 40, 120, 400, 520, 3890
1124, 3894, 574, 431, 128, 3, 39, 125, 396, 509, 3901
1125, 3896, 577, 424, 129, 4, 45, 114, 405, 496, 3910
1126, 3893, 571, 439, 125, 2, 43, 106, 420, 502, 3899
1127, 3897, 574, 423, 132, 4, 39, 126, 394, 510, 3901
1128, 3884, 582, 436, 124, 4, 40, 118, 406, 516, 3890
1129, 3892, 589, 443, 105, 1, 45, 118, 390, 480, 3937
1130, 3906, 581, 417, 123, 3, 39, 126, 390, 482, 3933
1131, 3903, 581, 422, 121, 3, 43, 121, 403, 459, 3944
1132, 3892, 584, 422, 126, 6, 42, 119, 400, 505, 3904
1133, 3913, 597, 400, 119, 1, 49, 103, 392, 469, 3957
1134, 3886, 604, 410, 124, 6, 40, 138, 367, 512, 3913
1135, 3892, 602, 407, 124, 5, 41, 123, 376, 523, 3907
1136, 3890, 584, 422, 132, 2, 42, 124, 386, 520, 3898
1137, 3878, 593, 404, 153, 2, 37, 128, 391, 554, 3860
1138, 3904, 579, 407, 137, 3, 34, 134, 378, 522, 3902
1139, 3907, 569, 418, 133, 3, 40, 121, 395, 503, 3911
1140, 3899, 588, 421, 120, 2, 39, 121, 388, 503, 3919
1141, 3904, 589, 416, 119, 2, 38, 136, 368, 490, 3938
1142, 3915, 597, 386, 129, 3, 38, 131, 372, 479, 3950
1143, 3903, 583, 413, 129, 2, 38, 125, 394, 489, 3924
1144, 3913, 602, 389, 124, 2, 36, 126, 372, 494, 3942
1145, 3915, 587, 402, 123, 3, 33, 117, 399, 491, 3930
1146, 3897, 592, 410, 128, 3, 33, 126, 385, 528, 3898
1147, 3894, 590, 423, 118, 5, 36, 124, 383, 528, 3899
1148, 3876, 622, 404, 124, 4, 43, 118, 393, 506, 3910
1149, 3891, 630, 383, 124, 2, 41, 114, 374, 522, 3919
1150, 3896, 585, 419, 129, 1, 40, 128, 390, 490, 3922
1151, 3904, 622, 374, 126, 4, 40, 126, 370, 486, 3948
1152, 3898, 601, 419, 109, 3, 38, 127, 370, 505, 3930
1153, 3891, 613, 417, 107, 2, 41, 134, 367, 476, 3952
1154, 3897, 613, 397, 119, 4, 38, 122, 383, 496, 3931
1155, 3882, 618, 388, 138, 4, 36, 141, 369, 519, 3905
1156, 3887, 604, 423, 112, 4, 45, 110, 394, 504, 3917
1157, 3888, 603, 422, 113, 4, 43, 132, 367, 500, 3928
1158, 3882, 603, 429, 115, 1, 41, 113, 403, 501, 3912
1159, 3878, 575, 445, 131, 1, 39, 137, 379, 537, 3878
1160, 3877, 599, 436, 117, 1, 33, 122, 401, 526, 3888
1161, 3856, 613, 418, 139, 4, 37, 111, 419, 563, 3840
1162, 3878, 600, 414, 136, 2, 37, 111, 408, 547, 3867
1163, 3882, 620, 394, 130, 4, 38, 112, 395, 536, 3889
1164, 3869, 593, 440, 127, 1, 35, 115, 415, 543, 3862
1165, 3866, 587, 435, 137, 5, 36, 127, 410, 543, 3854
1166, 3874, 596, 429, 128, 3, 39, 120, 389, 556, 3866
1167, 3880, 588, 431, 126, 5, 41, 127, 382, 539, 3881
1168, 3860, 608, 417, 142, 3, 40, 135, 373, 569, 3853
1169, 3854, 625, 397, 151, 3, 36, 118, 407, 572, 3837
1170, 3850, 575, 452, 151, 2, 34, 155, 395, 549, 3837
1171, 3859, 601, 408, 159, 3, 33, 144, 390, 562, 3841
1172, 3854, 609, 439, 123, 5, 32, 125, 402, 569, 3842
1173, 3839, 604, 449, 136, 2, 40, 128, 397, 580, 3825
1174, 3864, 593, 438, 135, 0, 36, 131, 410, 517, 3876
1175, 3872, 583, 443, 129, 3, 31, 128, 400, 560, 3851
1176, 3876, 579, 427, 145, 3, 35, 122, 419, 536, 3858
1177, 3881, 572, 435, 138, 4, 32, 132, 389, 570, 3847
1178, 3888, 570, 440, 130, 2, 30, 131, 389, 557, 3863
1179, 3893, 569, 412, 151, 5, 29, 132, 386, 582, 3841
