Paso, Clase 1, Clase 2, Clase 3, Clase 4, Clase 5, Clase 6, Clase 7, Clase 8, Clase 9, Clase 10
373, 2842, 1102, 788, 296, 2, 66, 294, 710, 1008, 2892
374, 2852, 1109, 792, 275, 2, 70, 260, 757, 952, 2931
375, 2870, 1096, 766, 294, 4, 64, 290, 706, 988, 2922
376, 2840, 1117, 787, 281, 5, 66, 281, 713, 1021, 2889
377, 2856, 1106, 779, 288, 1, 64, 274, 721, 1012, 2899
378, 2847, 1074, 821, 286, 2, 65, 289, 716, 1023, 2877
379, 2821, 1090, 838, 276, 5, 66, 289, 721, 1041, 2853
380, 2839, 1065, 814, 309, 3, 67, 293, 710, 1065, 2835
381, 2853, 1094, 780, 300, 3, 70, 286, 718, 992, 2904
382, 2867, 1082, 790, 290, 1, 67, 257, 721, 1055, 2870
383, 2848, 1085, 788, 309, 0, 67, 276, 741, 1010, 2876
384, 2844, 1086, 792, 306, 2, 68, 266, 740, 1046, 2850
385, 2840, 1069, 814, 305, 2, 74, 291, 730, 991, 2884
386, 2838, 1109, 805, 273, 5, 60, 270, 746, 1016, 2878
387, 2812, 1103, 827, 287, 1, 60, 281, 746, 1047, 2836
388, 2820, 1092, 837, 278, 3, 58, 298, 738, 1010, 2866
389, 2814, 1059, 839, 315, 3, 64, 288, 788, 998, 2832
390, 2802, 1117, 806, 303, 2, 67, 272, 769, 1024, 2838
391, 2800, 1108, 798, 320, 4, 68, 292, 738, 1056, 2816
392, 2789, 1101, 835, 305, 0, 73, 276, 736, 1094, 2791
393, 2787, 1121, 801, 319, 2, 73, 268, 770, 1052, 2807
394, 2789, 1103, 790, 343, 5, 65, 299, 753, 1069, 2784
395, 2775, 1107, 821, 327, 0, 59, 302, 763, 1062, 2784
396, 2772, 1111, 824, 321, 2, 59, 292, 786, 1046, 2787
397, 2799, 1117, 798, 313, 3, 56, 295, 748, 1059, 2812
398, 2795, 1077, 853, 301, 4, 59, 295, 743, 1095, 2778
399, 2777, 1099, 812, 339, 3, 61, 305, 738, 1117, 2749
400, 2806, 1063, 841, 319, 1, 75, 279, 759, 1051, 2806
401, 2794, 1088, 825, 322, 1, 66, 268, 800, 1040, 2796
402, 2802, 1068, 832, 326, 2, 66, 294, 771, 1030, 2809
403, 2786, 1124, 812, 306, 2, 67, 275, 756, 1069, 2803
404, 2774, 1115, 811, 327, 3, 69, 286, 773, 1050, 2792
405, 2783, 1094, 831, 322, 0, 65, 307, 721, 1099, 2778
406, 2801, 1102, 798, 328, 1, 66, 288, 723, 1112, 2781
407, 2812, 1093, 798, 325, 2, 72, 289, 718, 1081, 2810
408, 2823, 1088, 785, 330, 4, 62, 285, 718, 1125, 2780
409, 2839, 1057, 795, 335, 4, 65, 284, 738, 1080, 2803
410, 2829, 1090, 814, 294, 3, 72, 261, 723, 1095, 2819
411, 2844, 1060, 804, 320, 2, 69, 272, 744, 1056, 2829
412, 2829, 1075, 814, 307, 5, 54, 269, 759, 1103, 2785
413, 2869, 1080, 760, 318, 3, 59, 253, 747, 1077, 2834
414, 2847, 1072, 768, 340, 3, 56, 259, 790, 1059, 2806
415, 2848, 1079, 809, 293, 1, 64, 256, 736, 1084, 2830
416, 2863, 1047, 770, 347, 3, 60, 276, 754, 1064, 2816
417, 2829, 1090, 787, 322, 2, 67, 276, 729, 1084, 2814
418, 2851, 1051, 827, 299, 2, 66, 271, 740, 1053, 2840
419, 2861, 1061, 812, 293, 3, 66, 278, 726, 1026, 2874
420, 2899, 1083, 767, 277, 4, 67, 247, 709, 1037, 2910
421, 2895, 1092, 733, 308, 2, 63, 254, 703, 1070, 2880
422, 2887, 1099, 734, 307, 3, 66, 237, 729, 1067, 2871
423, 2896, 1028, 787, 316, 3, 62, 263, 702, 1121, 2822
424, 2877, 1034, 784, 332, 3, 58, 268, 733, 1108, 2803
425, 2888, 1054, 746, 340, 2, 51, 277, 704, 1131, 2807
426, 2907, 1040, 775, 306, 2, 67, 237, 740, 1057, 2869
427, 2901, 1032, 796, 300, 1, 56, 279, 686, 1095, 2854
428, 2912, 1024, 814, 278, 2, 66, 248, 734, 1018, 2904
429, 2898, 1039, 783, 303, 7, 63, 267, 724, 1041, 2875
430, 2888, 1046, 787, 306, 3, 57, 276, 733, 1028, 2876
431, 2910, 1021, 759, 339, 1, 65, 269, 740, 1013, 2883
432, 2904, 1066, 746, 310, 4, 63, 244, 738, 1044, 2881
433, 2910, 1006, 821, 290, 3, 76, 248, 732, 1018, 2896
434, 2897, 1043, 785, 303, 2, 71, 240, 752, 1022, 2885
435, 2905, 1060, 759, 304, 2, 62, 242, 747, 1030, 2889
436, 2922, 1054, 772, 280, 2, 63, 248, 716, 1018, 2925
437, 2914, 1050, 760, 304, 2, 66, 265, 713, 1005, 2921
438, 2920, 1056, 751, 300, 3, 68, 264, 707, 992, 2939
439, 2944, 1035, 752, 293, 6, 67, 262, 690, 1008, 2943
440, 2920, 1061, 745, 299, 5, 66, 260, 704, 1016, 2924
441, 2930, 1041, 756, 297, 6, 64, 260, 710, 1012, 2924
442, 2950, 1051, 718, 307, 4, 63, 245, 707, 1023, 2932
443, 2946, 1076, 718, 286, 4, 72, 244, 683, 1000, 2971
444, 2944, 1040, 743, 300, 3, 69, 265, 673, 1021, 2942
445, 2919, 1060, 752, 296, 3, 61, 259, 715, 1013, 2922
446, 2930, 1075, 751, 271, 3, 65, 255, 697, 983, 2970
447, 2938, 1067, 742, 281, 2, 67, 246, 701, 994, 2962
448, 2960, 1064, 699, 306, 1, 62, 245, 709, 983, 2971
449, 2942, 1066, 731, 290, 1, 68, 253, 701, 969, 2979
450, 2942, 1058, 739, 288, 3, 63, 274, 667, 1004, 2962
451, 2953, 1032, 751, 290, 4, 66, 265, 685, 991, 2963
452, 2958, 1045, 713, 311, 3, 65, 279, 662, 995, 2969
453, 2970, 1047, 710, 301, 2, 66, 264, 655, 1012, 2973
454, 2950, 1088, 713, 276, 3, 71, 255, 652, 1001, 2991
455, 2965, 1037, 741, 285, 2, 69, 259, 661, 1007, 2974
456, 2980, 1052, 689, 304, 5, 65, 260, 664, 994, 2987
457, 2972, 1061, 710, 285, 2, 72, 262, 664, 942, 3030
458, 2962, 1057, 712, 295, 4, 62, 247, 724, 945, 2992
459, 2995, 1041, 718, 273, 3, 73, 241, 660, 973, 3023
460, 3018, 1012, 734, 264, 2, 69, 247, 650, 963, 3041
461, 3003, 1032, 717, 276, 2, 72, 236, 688, 930, 3044
462, 3002, 1022, 719, 286, 1, 62, 273, 636, 983, 3016
463, 3020, 1050, 687, 272, 1, 69, 253, 637, 935, 3076
464, 3025, 1004, 702, 296, 3, 66, 251, 664, 963, 3026
465, 2991, 1068, 675, 294, 2, 66, 241, 669, 983, 3011
466, 3003, 998, 740, 288, 1, 69, 254, 652, 1004, 2991
467, 2999, 1058, 704, 266, 3, 66, 247, 632, 1007, 3018
468, 3002, 1043, 702, 281, 2, 71, 229, 695, 937, 3038
469, 3001, 1060, 714, 254, 1, 67, 243, 673, 911, 3076
470, 3009, 1010, 733, 274, 4, 63, 263, 682, 909, 3053
471, 3005, 1031, 727, 265, 2, 58, 252, 669, 962, 3029
472, 3003, 1043, 715, 265, 4, 68, 251, 668, 923, 3060
473, 3034, 1031, 697, 265, 3, 65, 243, 667, 909, 3086
474, 3017, 1035, 714, 257, 7, 63, 250, 647, 966, 3044
475, 3037, 994, 727, 270, 2, 65, 245, 679, 913, 3068
476, 3048, 1020, 688, 270, 4, 55, 252, 644, 958, 3061
477, 3047, 1039, 684, 257, 3, 54, 226, 669, 958, 3063
478, 3035, 1016, 730, 246, 3, 61, 236, 662, 950, 3061
479, 3031, 1029, 680, 287, 3, 60, 244, 658, 974, 3034
480, 3033, 1042, 701, 252, 2, 62, 224, 675, 938, 3071
481, 3039, 998, 737, 252, 4, 66, 227, 692, 915, 3070
482, 3066, 986, 718, 254, 6, 59, 235, 650, 967, 3059
483, 3052, 1003, 729, 243, 3, 61, 238, 654, 936, 3081
484, 3051, 972, 742, 262, 3, 62, 236, 683, 932, 3057
485, 3025, 985, 730, 287, 3, 67, 255, 637, 1011, 3000
486, 3035, 981, 751, 261, 2, 64, 237, 685, 937, 3047
487, 3030, 1013, 717, 265, 5, 60, 240, 701, 900, 3069
488, 3033, 1001, 737, 255, 4, 57, 251, 664, 947, 3051
489, 3055, 984, 734, 256, 1, 63, 234, 687, 896, 3090
490, 3062, 1038, 675, 250, 5, 61, 244, 640, 902, 3123
491, 3042, 1027, 721, 237, 3, 63, 250, 644, 902, 3111
492, 3042, 1033, 705, 249, 1, 61, 235, 674, 897, 3103
493, 3034, 1032, 706, 256, 2, 64, 244, 641, 950, 3071
494, 3052, 1027, 712, 237, 2, 57, 240, 668, 886, 3119
495, 3017, 1013, 729, 269, 2, 61, 256, 664, 946, 3043
496, 3025, 1039, 709, 257, 0, 54, 238, 674, 950, 3054
497, 3042, 1022, 714, 250, 2, 65, 230, 672, 914, 3089
498, 3026, 1046, 707, 246, 5, 60, 229, 671, 949, 3061
499, 3010, 1035, 697, 285, 3, 67, 258, 645, 964, 3036
500, 3012, 1013, 726, 275, 4, 58, 260, 671, 952, 3029
501, 3011, 1049, 707, 263, 0, 64, 240, 669, 938, 3059
502, 3002, 1044, 706, 276, 2, 65, 256, 646, 972, 3031
503, 3012, 1026, 719, 270, 3, 75, 254, 644, 936, 3061
504, 3039, 1009, 715, 263, 4, 63, 238, 673, 932, 3064
505, 3083, 989, 711, 245, 2, 65, 240, 654, 866, 3145
506, 3055, 1004, 701, 268, 2, 71, 245, 644, 911, 3099
507, 3095, 993, 694, 245, 3, 67, 228, 629, 918, 3128
508, 3108, 973, 706, 243, 0, 65, 227, 674, 825, 3179
509, 3118, 952, 708, 250, 2, 59, 230, 663, 874, 3144
510, 3108, 967, 694, 257, 4, 63, 218, 654, 928, 3107
511, 3108, 983, 679, 259, 1, 68, 223, 624, 933, 3122
512, 3132, 961, 693, 241, 3, 62, 212, 628, 942, 3126
513, 3133, 994, 646, 252, 5, 65, 215, 619, 919, 3152
514, 3128, 1002, 675, 224, 1, 62, 206, 609, 944, 3149
515, 3108, 991, 680, 249, 2, 70, 217, 624, 927, 3132
516, 3099, 969, 695, 265, 2, 69, 233, 657, 873, 3138
517, 3128, 970, 677, 248, 7, 65, 212, 667, 866, 3160
518, 3101, 975, 693, 259, 2, 65, 223, 653, 911, 3118
519, 3109, 980, 690, 250, 1, 67, 231, 623, 907, 3142
520, 3091, 985, 688, 263, 3, 66, 220, 651, 936, 3097
521, 3123, 970, 661, 272, 4, 65, 228, 645, 890, 3142
522, 3127, 964, 698, 238, 3, 58, 229, 632, 903, 3148
523, 3143, 958, 661, 266, 2, 64, 209, 656, 891, 3150
524, 3106, 984, 679, 258, 3, 62, 245, 625, 895, 3143
525, 3118, 951, 697, 261, 3, 60, 210, 663, 944, 3093
526, 3125, 951, 687, 263, 4, 68, 227, 650, 877, 3148
527, 3141, 952, 676, 258, 3, 66, 226, 630, 888, 3160
528, 3130, 988, 662, 248, 2, 66, 208, 630, 916, 3150
529, 3125, 957, 700, 245, 3, 63, 227, 634, 903, 3143
530, 3127, 993, 671, 235, 4, 69, 213, 644, 853, 3191
531, 3122, 982, 666, 258, 2, 65, 226, 626, 906, 3147
532, 3125, 948, 703, 254, 0, 67, 218, 661, 872, 3152
533, 3087, 995, 693, 253, 2, 65, 259, 622, 867, 3157
534, 3078, 971, 710, 267, 4, 60, 230, 680, 918, 3082
535, 3088, 962, 691, 284, 5, 66, 230, 666, 930, 3078
536, 3106, 963, 690, 269, 2, 64, 245, 634, 899, 3128
537, 3103, 976, 662, 284, 5, 61, 244, 653, 890, 3122
538, 3105, 978, 681, 264, 2, 60, 232, 639, 926, 3113
539, 3105, 970, 668, 284, 3, 58, 247, 643, 911, 3111
540, 3096, 991, 708, 231, 4, 57, 234, 650, 886, 3143
541, 3106, 942, 735, 244, 3, 56, 242, 658, 890, 3124
542, 3094, 958, 701, 276, 1, 53, 232, 695, 894, 3096
543, 3111, 952, 700, 264, 3, 59, 211, 689, 909, 3102
544, 3096, 966, 707, 260, 1, 52, 243, 646, 935, 3094
545, 3110, 962, 687, 268, 3, 51, 234, 658, 930, 3097
546, 3105, 948, 693, 282, 2, 52, 237, 674, 921, 3086
547, 3092, 978, 678, 278, 4, 58, 220, 669, 954, 3069
548, 3145, 946, 694, 238, 7, 60, 220, 620, 936, 3134
549, 3118, 965, 687, 255, 5, 59, 240, 634, 900, 3137
550, 3127, 952, 665, 282, 4, 54, 243, 641, 917, 3115
551, 3126, 1004, 641, 256, 3, 57, 222, 625, 922, 3144
552, 3130, 985, 665, 249, 1, 53, 243, 630, 865, 3179
553, 3116, 985, 681, 245, 3, 62, 237, 619, 897, 3155
554, 3115, 957, 705, 249, 4, 59, 247, 616, 921, 3127
555, 3108, 969, 689, 261, 3, 62, 226, 667, 882, 3133
556, 3111, 978, 684, 256, 1, 53, 236, 636, 926, 3119
557, 3119, 970, 669, 268, 4, 61, 226, 636, 934, 3113
558, 3118, 982, 660, 268, 2, 58, 239, 616, 933, 3124
559, 3120, 977, 640, 291, 2, 59, 247, 629, 903, 3132
560, 3114, 1014, 634, 266, 2, 61, 217, 647, 899, 3146
561, 3152, 983, 668, 225, 2, 53, 210, 630, 900, 3177
562, 3151, 949, 672, 253, 5, 55, 239, 621, 893, 3162
563, 3154, 980, 662, 232, 2, 66, 219, 618, 851, 3216
564, 3160, 951, 681, 235, 3, 57, 243, 620, 833, 3217
565, 3148, 1002, 664, 216, 0, 53, 227, 628, 829, 3233
566, 3147, 973, 668, 239, 3, 55, 219, 631, 899, 3166
567, 3147, 960, 671, 248, 4, 63, 206, 658, 876, 3167
568, 3138, 956, 684, 250, 2, 62, 221, 636, 899, 3152
569, 3136, 956, 687, 250, 1, 63, 224, 659, 842, 3182
570, 3135, 979, 673, 241, 2, 65, 209, 631, 907, 3158
571, 3138, 963, 663, 265, 1, 66, 246, 599, 888, 3171
572, 3142, 970, 664, 250, 4, 60, 223, 607, 941, 3139
573, 3126, 990, 646, 260, 8, 71, 211, 633, 911, 3144
574, 3162, 973, 635, 257, 3, 68, 212, 632, 854, 3204
575, 3169, 957, 662, 241, 1, 65, 205, 624, 885, 3191
576, 3172, 975, 639, 241, 3, 68, 208, 605, 882, 3207
577, 3147, 1000, 626, 256, 1, 67, 212, 621, 878, 3192
578, 3156, 983, 654, 233, 4, 62, 213, 634, 851, 3210
579, 3177, 953, 678, 219, 3, 66, 218, 613, 834, 3239
580, 3176, 969, 647, 237, 1, 63, 207, 632, 841, 3227
581, 3166, 986, 631, 244, 3, 66, 244, 569, 858, 3233
582, 3171, 976, 648, 232, 3, 62, 229, 602, 841, 3236
583, 3179, 964, 672, 214, 1, 67, 227, 599, 807, 3270
584, 3193, 959, 663, 211, 4, 70, 224, 567, 848, 3261
585, 3207, 938, 634, 246, 5, 59, 226, 575, 900, 3210
586, 3188, 944, 672, 222, 4, 72, 214, 583, 874, 3227
587, 3175, 921, 670, 259, 5, 65, 231, 593, 919, 3162
588, 3177, 957, 635, 259, 2, 62, 243, 575, 885, 3205
589, 3188, 950, 659, 232, 1, 65, 226, 588, 854, 3237
590, 3191, 968, 623, 242, 6, 68, 224, 570, 880, 3228
591, 3202, 957, 635, 233, 3, 65, 228, 572, 850, 3255
592, 3215, 933, 636, 243, 3, 67, 220, 571, 876, 3236
593, 3233, 934, 643, 220, 0, 64, 208, 575, 850, 3273
594, 3229, 924, 631, 244, 2, 64, 220, 585, 840, 3261
595, 3236, 924, 626, 242, 2, 53, 224, 589, 848, 3256
596, 3243, 915, 620, 247, 5, 56, 195, 625, 857, 3237
597, 3230, 925, 620, 251, 4, 61, 223, 608, 805, 3273
598, 3220, 886, 669, 252, 3, 54, 218, 630, 862, 3206
599, 3234, 893, 667, 231, 5, 56, 208, 619, 854, 3233
600, 3213, 918, 656, 242, 1, 63, 216, 604, 852, 3235
601, 3224, 896, 671, 236, 3, 61, 203, 615, 875, 3216
602, 3237, 900, 647, 240, 6, 61, 203, 611, 863, 3232
603, 3231, 920, 644, 234, 1, 51, 209, 597, 889, 3224
604, 3230, 909, 660, 229, 2, 58, 213, 596, 861, 3242
605, 3223, 901, 673, 231, 2, 58, 219, 594, 871, 3228
606, 3210, 922, 655, 238, 5, 60, 233, 572, 883, 3222
607, 3224, 905, 639, 259, 3, 66, 219, 587, 877, 3221
608, 3235, 913, 635, 245, 2, 57, 208, 622, 830, 3253
609, 3253, 926, 636, 214, 1, 54, 191, 608, 839, 3278
610, 3228, 918, 636, 242, 6, 58, 212, 611, 850, 3239
611, 3225, 923, 654, 225, 3, 60, 210, 598, 852, 3250
612, 3214, 887, 676, 251, 2, 62, 224, 606, 868, 3210
613, 3213, 898, 646, 270, 3, 58, 222, 616, 882, 3192
614, 3205, 880, 686, 256, 3, 70, 215, 610, 887, 3188
615, 3210, 918, 647, 252, 3, 66, 235, 596, 819, 3254
616, 3209, 908, 680, 230, 3, 65, 217, 615, 829, 3244
617, 3227, 913, 656, 233, 1, 63, 218, 605, 812, 3272
618, 3251, 937, 639, 201, 2, 63, 194, 605, 782, 3326
619, 3238, 916, 643, 230, 3, 61, 219, 588, 827, 3275
620, 3247, 897, 661, 223, 2, 64, 184, 623, 842, 3257
621, 3269, 864, 657, 236, 4, 55, 230, 581, 830, 3274
622, 3246, 901, 645, 237, 1, 56, 209, 596, 863, 3246
623, 3253, 918, 625, 232, 2, 53, 214, 584, 850, 3269
624, 3242, 919, 626, 241, 2, 53, 214, 612, 824, 3267
625, 3245, 914, 636, 232, 3, 61, 209, 585, 853, 3262
626, 3218, 941, 643, 225, 3, 65, 227, 564, 845, 3269
627, 3251, 917, 637, 223, 2, 54, 206, 594, 846, 3270
628, 3256, 893, 627, 251, 3, 53, 207, 606, 867, 3237
629, 3268, 897, 618, 245, 2, 54, 187, 629, 841, 3259
630, 3253, 908, 633, 234, 2, 59, 209, 587, 847, 3268
631, 3251, 901, 645, 229, 4, 56, 216, 584, 854, 3260
632, 3264, 880, 642, 242, 2, 52, 220, 599, 832, 3267
633, 3270, 894, 640, 224, 2, 47, 210, 604, 828, 3281
634, 3274, 878, 638, 234, 6, 56, 215, 570, 871, 3258
635, 3285, 913, 634, 197, 1, 54, 186, 588, 826, 3316
636, 3290, 912, 611, 214, 3, 54, 208, 560, 828, 3320
637, 3321, 867, 631, 209, 2, 55, 200, 584, 776, 3355
638, 3294, 869, 631, 233, 3, 52, 215, 577, 835, 3291
639, 3287, 892, 619, 228, 4, 50, 225, 550, 855, 3290
640, 3312, 904, 577, 234, 3, 48, 216, 542, 848, 3316
641, 3326, 884, 597, 222, 1, 55, 218, 528, 818, 3351
642, 3335, 868, 599, 220, 8, 54, 200, 562, 818, 3336
643, 3319, 852, 622, 234, 3, 46, 210, 580, 836, 3298
644, 3320, 859, 629, 219, 3, 55, 204, 573, 808, 3330
645, 3307, 874, 599, 248, 2, 49, 218, 557, 860, 3286
646, 3299, 884, 609, 234, 4, 52, 197, 576, 869, 3276
647, 3281, 891, 613, 243, 2, 55, 208, 581, 848, 3278
648, 3280, 862, 638, 248, 2, 56, 198, 610, 852, 3254
649, 3276, 846, 676, 226, 6, 56, 214, 586, 862, 3252
650, 3297, 836, 643, 250, 4, 57, 188, 606, 884, 3235
651, 3294, 868, 640, 226, 2, 54, 200, 565, 888, 3263
652, 3301, 863, 625, 237, 4, 48, 207, 587, 853, 3275
653, 3287, 883, 629, 227, 4, 47, 200, 578, 894, 3251
654, 3285, 878, 613, 252, 2, 53, 204, 583, 878, 3252
655, 3280, 868, 641, 236, 5, 56, 205, 584, 871, 3254
656, 3288, 882, 614, 244, 2, 53, 202, 570, 892, 3253
657, 3274, 892, 610, 250, 4, 51, 209, 584, 879, 3247
658, 3265, 894, 636, 234, 1, 47, 226, 546, 914, 3237
659, 3249, 904, 621, 252, 4, 50, 225, 571, 901, 3223
660, 3256, 872, 637, 264, 1, 44, 226, 598, 892, 3210
661, 3273, 844, 668, 242, 3, 51, 211, 590, 901, 3217
662, 3277, 869, 641, 239, 4, 52, 222, 555, 900, 3241
663, 3293, 847, 645, 243, 2, 53, 187, 601, 899, 3230
664, 3299, 875, 612, 241, 3, 52, 185, 590, 891, 3252
665, 3316, 855, 627, 231, 1, 54, 184, 578, 882, 3272
666, 3316, 853, 623, 233, 5, 50, 211, 565, 855, 3289
667, 3298, 872, 625, 232, 3, 47, 212, 575, 856, 3280
668, 3311, 823, 646, 249, 1, 48, 201, 597, 877, 3247
669, 3326, 828, 640, 234, 2, 50, 195, 587, 859, 3279
670, 3332, 866, 609, 222, 1, 52, 196, 547, 864, 3311
671, 3335, 859, 592, 243, 1, 46, 196, 567, 870, 3291
672, 3322, 864, 597, 246, 1, 52, 227, 532, 847, 3312
673, 3339, 856, 607, 224, 4, 48, 195, 577, 827, 3323
674, 3368, 825, 615, 219, 3, 48, 190, 589, 784, 3359
675, 3327, 832, 622, 244, 5, 43, 194, 595, 884, 3254
676, 3350, 842, 601, 230, 7, 48, 198, 559, 858, 3307
677, 3346, 846, 592, 244, 2, 47, 199, 578, 829, 3317
678, 3341, 839, 597, 249, 4, 51, 198, 576, 846, 3299
679, 3366, 849, 574, 239, 2, 52, 194, 570, 792, 3362
680, 3379, 851, 573, 221, 6, 48, 184, 545, 850, 3343
681, 3380, 839, 564, 243, 4, 52, 193, 537, 851, 3337
682, 3406, 787, 611, 223, 3, 44, 208, 533, 824, 3361
683, 3367, 832, 627, 200, 4, 45, 194, 549, 842, 3340
684, 3371, 855, 600, 201, 3, 53, 179, 566, 789, 3383
685, 3387, 821, 614, 207, 1, 47, 209, 535, 789, 3390
686, 3376, 843, 566, 243, 2, 45, 199, 563, 809, 3354
687, 3371, 811, 630, 213, 5, 51, 201, 542, 839, 3337
688, 3378, 830, 599, 220, 3, 45, 191, 568, 811, 3355
689, 3360, 812, 604, 252, 2, 51, 204, 557, 854, 3304
690, 3377, 841, 591, 217, 4, 50, 181, 559, 829, 3351
691, 3377, 843, 586, 221, 3, 42, 190, 563, 826, 3349
692, 3390, 828, 597, 210, 5, 45, 190, 537, 848, 3350
693, 3384, 834, 565, 240, 7, 50, 198, 533, 852, 3337
694, 3393, 815, 581, 237, 4, 47, 191, 551, 841, 3340
695, 3392, 825, 589, 219, 5, 39, 202, 545, 828, 3356
696, 3382, 830, 592, 224, 2, 42, 189, 560, 839, 3340
697, 3374, 837, 594, 225, 0, 45, 189, 553, 847, 3336
698, 3385, 802, 615, 224, 4, 47, 188, 556, 856, 3323
699, 3377, 811, 606, 235, 1, 45, 196, 561, 842, 3326
700, 3373, 827, 592, 233, 5, 49, 189, 555, 857, 3320
701, 3384, 799, 612, 231, 4, 54, 178, 565, 852, 3321
702, 3346, 836, 613, 232, 3, 54, 194, 557, 858, 3307
703, 3354, 812, 631, 230, 3, 50, 200, 578, 820, 3322
704, 3367, 842, 594, 222, 5, 52, 191, 566, 803, 3358
705, 3390, 794, 639, 202, 5, 49, 192, 548, 830, 3351
706, 3376, 782, 630, 236, 6, 55, 192, 556, 866, 3301
707, 3381, 817, 596, 231, 5, 52, 200, 546, 822, 3350
708, 3382, 817, 599, 231, 1, 50, 213, 545, 783, 3379
709, 3404, 851, 556, 217, 2, 48, 183, 547, 787, 3405
710, 3396, 802, 589, 240, 3, 54, 199, 548, 803, 3366
711, 3424, 834, 561, 208, 3, 55, 180, 517, 798, 3420
712, 3435, 826, 543, 224, 2, 46, 181, 523, 819, 3401
713, 3427, 831, 540, 225, 7, 48, 197, 527, 777, 3421
714, 3446, 803, 595, 183, 3, 51, 177, 534, 751, 3457
715, 3438, 836, 543, 208, 5, 48, 195, 502, 785, 3440
716, 3447, 811, 571, 197, 4, 48, 193, 516, 757, 3456
717, 3430, 801, 581, 215, 3, 50, 213, 509, 763, 3435
718, 3436, 828, 566, 196, 4, 51, 193, 502, 777, 3447
719, 3446, 804, 572, 204, 4, 54, 185, 515, 775, 3441
720, 3434, 840, 557, 194, 5, 52, 194, 499, 768, 3457
721, 3442, 838, 546, 202, 2, 57, 172, 523, 754, 3464
722, 3470, 816, 545, 196, 3, 47, 187, 514, 729, 3493
723, 3464, 817, 544, 203, 2, 56, 183, 501, 747, 3483
724, 3473, 828, 552, 176, 1, 55, 159, 508, 751, 3497
725, 3502, 794, 533, 194, 7, 51, 167, 518, 729, 3505
726, 3491, 800, 540, 196, 3, 47, 178, 503, 752, 3490
727, 3505, 806, 520, 196, 3, 45, 174, 502, 740, 3509
728, 3491, 807, 529, 199, 4, 49, 163, 507, 779, 3472
729, 3529, 737, 555, 207, 2, 51, 154, 536, 738, 3491
730, 3534, 764, 541, 188, 3, 42, 165, 503, 753, 3507
731, 3546, 764, 539, 178, 3, 44, 162, 511, 704, 3549
732, 3553, 766, 517, 188, 6, 50, 162, 491, 720, 3547
733, 3544, 758, 539, 186, 3, 51, 157, 506, 719, 3537
734, 3533, 749, 550, 197, 1, 45, 167, 505, 753, 3500
735, 3550, 770, 517, 190, 3, 47, 153, 499, 741, 3530
736, 3534, 772, 513, 208, 3, 48, 171, 495, 739, 3517
737, 3522, 771, 537, 197, 3, 46, 182, 510, 698, 3534
738, 3538, 777, 506, 207, 2, 44, 185, 489, 709, 3543
739, 3543, 783, 499, 199, 6, 51, 167, 495, 707, 3550
740, 3539, 758, 525, 204, 4, 43, 171, 527, 697, 3532
741, 3525, 774, 546, 184, 1, 48, 175, 495, 715, 3537
742, 3524, 794, 523, 184, 5, 45, 173, 499, 715, 3538
743, 3518, 793, 544, 173, 2, 53, 156, 517, 694, 3550
744, 3507, 767, 562, 191, 3, 53, 188, 509, 682, 3538
745, 3507, 786, 540, 194, 3, 51, 177, 516, 693, 3533
746, 3517, 777, 560, 173, 3, 48, 183, 491, 705, 3543
747, 3520, 789, 524, 195, 2, 47, 186, 479, 726, 3532
748, 3512, 782, 533, 200, 3, 46, 171, 506, 751, 3496
749, 3515, 781, 512, 219, 3, 39, 184, 501, 764, 3482
750, 3536, 773, 525, 195, 1, 44, 167, 499, 737, 3523
751, 3538, 756, 540, 194, 2, 41, 173, 510, 723, 3523
752, 3529, 767, 530, 197, 7, 41, 185, 502, 723, 3519
753, 3537, 756, 529, 206, 2, 45, 197, 492, 685, 3551
754, 3524, 767, 514, 215, 10, 45, 183, 494, 763, 3485
755, 3531, 763, 522, 211, 3, 41, 185, 506, 721, 3517
756, 3532, 770, 528, 198, 2, 42, 176, 509, 714, 3529
757, 3523, 760, 543, 200, 4, 47, 181, 506, 719, 3517
758, 3529, 764, 544, 188, 5, 45, 169, 518, 713, 3525
759, 3530, 739, 548, 211, 2, 47, 192, 477, 758, 3496
760, 3539, 765, 512, 211, 3, 46, 171, 505, 727, 3521
761, 3534, 775, 525, 193, 3, 51, 162, 502, 722, 3533
762, 3542, 743, 553, 191, 1, 47, 177, 487, 733, 3526
763, 3548, 747, 541, 191, 3, 40, 183, 478, 749, 3520
764, 3549, 761, 524, 195, 1, 42, 174, 513, 682, 3559
765, 3567, 738, 524, 198, 3, 46, 165, 510, 693, 3556
766, 3556, 746, 518, 202, 8, 42, 177, 489, 743, 3519
767, 3541, 746, 537, 204, 2, 42, 183, 481, 761, 3503
768, 3538, 712, 553, 224, 3, 46, 190, 505, 738, 3491
769, 3564, 702, 543, 218, 3, 47, 169, 513, 733, 3508
770, 3551, 765, 505, 205, 4, 45, 169, 489, 741, 3526
771, 3548, 770, 515, 194, 3, 51, 168, 467, 752, 3532
772, 3547, 758, 523, 198, 4, 47, 158, 500, 752, 3513
773, 3544, 771, 513, 199, 3, 47, 164, 494, 738, 3527
774, 3540, 769, 528, 191, 2, 52, 182, 475, 702, 3559
775, 3544, 763, 515, 205, 3, 53, 191, 472, 691, 3563
