T  ,  Magnetizacion,  Error,  Susceptibilidad,  Cumulante
2.35,0.0775919,0.00382616,50.6366,0.108786
2.34,0.0793849,0.00450309,58.9634,0.0368684
2.33,0.100729,0.00688344,89.7998,0.0469251
