T  ,  Magnetizacion,  Error,  Susceptibilidad,  Cumulante
2.25,0.587614,0.03833,357.405,0.609413
2.24,0.688394,0.00809407,79.9436,0.654054
2.23,0.724117,0.00159477,14.1827,0.663639
2.22,0.748303,0.00191151,16.747,0.663729
2.21,0.763745,0.00109623,9.49277,0.664875
